Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Region
Gambia,27.573166666666665,27.585333333333335,27.757,27.855166666666666,27.607,27.1735,27.71641666666667,27.167833333333334,27.322166666666664,28.33966666666667,28.13875,27.358083333333337,27.701416666666663,28.00125,27.170666666666666,27.285666666666668,27.259249999999998,28.070083333333333,27.65816666666667,28.09925,28.093500000000002,28.0795,27.586833333333335,28.63933333333333,27.89816666666667,27.812749999999998,27.744833333333332,28.39125,28.055583333333335,27.827416666666668,28.135666666666665,28.04525,28.034333333333333,28.24066666666667,27.904083333333332,28.190083333333334,28.29875,28.350166666666667,28.826083333333333,27.757500000000004,28.06375,28.48975,28.547916666666666,28.228583333333333,28.372500000000002,28.605,28.177333333333333,28.36491666666667,28.346083333333336,27.959000000000003,28.802916666666665,28.2825,28.301666666666666,28.724375000000002,Western Africa
Ghana,26.825416666666666,26.683083333333332,26.663583333333335,26.9145,26.53408333333333,26.607,26.909833333333335,26.583416666666665,26.73175,27.125416666666666,27.142916666666668,26.60983333333333,26.85666666666667,27.372,26.699166666666667,26.57025,26.380333333333336,27.019666666666666,26.81416666666667,27.144666666666666,27.07941666666667,27.01816666666667,26.801000000000002,27.317666666666668,27.17716666666667,26.938916666666668,26.891916666666663,27.782750000000004,27.244250000000005,27.001,27.24475,26.96941666666667,26.833250000000003,27.088916666666666,26.966083333333334,27.21225,27.13083333333333,27.072916666666668,27.6635,27.11991666666667,27.24591666666667,27.278750000000002,27.401083333333332,27.533500000000004,27.415833333333335,27.601166666666668,27.58158333333333,27.627666666666666,27.367833333333333,27.55758333333333,27.935000000000002,27.59975,27.2795,27.7175,Western Africa
Guinea,25.634666666666664,25.4315,25.44666666666667,25.774333333333335,25.497833333333332,25.373583333333332,25.6155,25.29008333333333,25.573833333333337,26.010583333333333,25.817583333333335,25.439916666666665,25.743583333333333,26.03675,25.467250000000003,25.338583333333332,25.244333333333334,25.799750000000003,25.662833333333335,25.9315,26.082250000000002,25.862,25.581666666666667,26.18858333333333,25.82541666666667,25.819083333333335,25.5275,26.306583333333336,25.932333333333332,25.735,26.011166666666668,26.050666666666668,25.78408333333333,26.027833333333334,25.755416666666665,25.946083333333334,26.10075,25.985666666666663,26.519666666666666,25.841916666666666,25.969166666666666,26.2885,26.514833333333332,26.409750000000003,26.40416666666667,26.50725,26.120583333333332,26.317333333333334,26.28775,26.325666666666667,26.597250000000003,26.343000000000004,26.063166666666664,26.68675,Western Africa
Guinea-Bissau,26.8355,26.799583333333334,26.840083333333336,27.078500000000002,26.770333333333337,26.505666666666666,26.926583333333337,26.493250000000003,26.654333333333337,27.4335,27.224999999999998,26.6865,26.98566666666667,27.194833333333335,26.5975,26.568416666666668,26.490083333333335,27.157666666666668,26.887416666666667,27.211250000000003,27.3105,27.208583333333333,26.956833333333336,27.7,27.143416666666667,27.137583333333335,27.014583333333334,27.545833333333334,27.28216666666667,27.034166666666668,27.363500000000002,27.354333333333333,27.245500000000003,27.4525,27.182666666666666,27.373333333333335,27.493,27.436000000000003,27.972333333333335,27.149916666666666,27.288833333333333,27.663583333333335,27.79516666666667,27.463583333333332,27.633333333333336,27.959000000000003,27.352166666666665,27.51825,27.58366666666667,27.31041666666667,27.91891666666667,27.491083333333336,27.4815,27.90675,Western Africa
Kenya,24.09575,24.219583333333333,24.002083333333335,23.945083333333333,23.764833333333332,23.977249999999998,24.2165,24.136416666666666,23.579666666666668,24.278666666666666,24.230249999999998,23.8565,24.397166666666667,24.483416666666667,24.028666666666666,24.149416666666667,24.313333333333333,24.330416666666668,24.075833333333335,24.24116666666667,24.722416666666664,24.320916666666665,24.359416666666664,24.776,24.292083333333334,24.169583333333335,24.419583333333335,25.01575,24.66025,24.021666666666665,24.132416666666668,24.371583333333334,24.408916666666666,24.281583333333334,24.524916666666666,24.475333333333335,24.453000000000003,24.56475,24.590999999999998,24.57058333333333,24.71666666666667,24.458333333333332,24.66175,24.858333333333334,24.86708333333333,25.133666666666667,24.820083333333333,24.788750000000004,24.64975,25.228083333333334,24.961250000000003,24.96575,24.925416666666667,24.93525,Eastern Africa
Lesotho,13.899500000000002,14.09325,14.274416666666667,13.829916666666668,13.765333333333333,13.951416666666667,14.283500000000002,13.755583333333334,13.540583333333332,14.3405,14.286666666666667,13.799500000000002,13.912416666666667,13.848500000000001,13.662833333333333,13.560250000000002,13.427999999999999,14.278583333333332,13.877083333333333,14.246416666666667,14.109083333333333,13.501,14.327,14.842166666666666,14.320833333333333,14.63675,14.449083333333334,14.527333333333333,13.981916666666665,13.832833333333333,14.14725,14.353,14.890083333333335,14.63275,13.90275,14.246,13.655666666666667,13.953250000000002,14.542333333333334,14.982166666666666,14.053916666666666,14.333416666666666,14.387333333333332,14.684833333333335,14.562916666666666,14.576500000000001,13.903500000000001,14.525333333333334,14.427750000000001,14.257166666666668,14.906833333333333,14.026916666666667,14.3865,13.773625,Southern Africa
Liberia,25.616500000000002,25.52916666666667,25.439000000000004,25.729,25.413916666666665,25.2985,25.584166666666665,25.296499999999998,25.524916666666666,25.72583333333333,25.780833333333334,25.277333333333335,25.57558333333333,25.960333333333335,25.491666666666664,25.33241666666667,25.16091666666667,25.72425,25.625249999999998,25.898083333333332,25.795,25.770083333333332,25.542333333333335,25.91116666666667,25.782583333333335,25.615333333333336,25.480333333333334,26.327833333333334,25.954000000000004,25.839083333333335,25.881583333333335,25.844916666666666,25.655916666666666,25.832583333333332,25.720916666666668,25.94875,25.99625,25.99066666666667,26.459999999999997,25.889666666666667,25.859750000000002,26.153500000000005,26.236083333333337,26.386916666666664,26.2835,26.290916666666664,26.18316666666667,26.289833333333334,26.297416666666667,26.494,26.532750000000004,26.240666666666666,25.995583333333332,26.314,Western Africa
Libya,23.134666666666664,21.817916666666665,22.628583333333335,23.027416666666667,22.251166666666666,22.115416666666665,22.51308333333333,22.051000000000002,22.465166666666665,23.13475,22.25391666666667,22.208416666666665,22.650916666666664,22.145583333333335,22.135416666666668,22.153499999999998,22.314999999999998,22.516916666666663,22.41133333333333,22.78475,22.36966666666667,22.609583333333333,22.409750000000003,22.202166666666667,22.50225,22.68416666666667,22.542333333333332,22.804916666666667,23.114583333333332,22.655583333333336,23.101,22.618166666666667,22.397833333333335,23.002750000000002,22.816083333333335,22.9495,23.12325,23.046499999999998,23.27633333333333,23.693583333333333,22.835083333333333,23.41316666666667,23.40941666666667,23.369,23.27841666666667,23.256666666666664,23.315083333333334,23.325833333333335,23.474333333333334,23.379833333333334,24.51591666666667,22.988333333333333,23.270666666666667,24.314,Northern Africa
Madagascar,22.689333333333334,23.433666666666667,22.82525,22.545333333333332,22.488333333333333,22.343416666666666,22.918916666666664,23.15291666666667,22.485500000000002,23.40041666666667,23.126,22.583250000000003,22.834750000000003,22.919916666666666,22.56866666666667,22.577749999999998,22.862416666666665,23.185666666666666,23.171499999999998,22.990083333333335,23.018666666666665,22.933916666666665,23.001083333333337,23.262333333333334,22.674583333333334,22.879833333333334,22.786083333333334,23.367083333333337,23.254916666666663,22.933083333333332,23.124166666666667,23.327,23.341333333333335,23.455833333333334,23.444583333333338,23.47975,23.26291666666667,23.452916666666667,23.753416666666666,23.41925,23.320333333333334,23.586916666666667,23.617500000000003,23.49525,23.453000000000003,23.62183333333333,23.66116666666667,23.64975,23.332250000000002,23.618666666666666,23.846166666666665,23.776833333333332,23.325333333333333,22.9595,Eastern Africa
Malawi,21.422,21.617583333333332,21.422583333333336,21.11225,21.24566666666667,20.982916666666664,21.69158333333333,21.54433333333333,21.240333333333336,21.777666666666665,21.631249999999998,21.26125,21.480333333333334,21.527749999999997,21.060416666666665,21.297916666666666,21.340833333333332,21.83758333333333,21.593333333333334,21.571916666666667,21.634666666666664,21.29175,21.5385,22.45958333333333,21.62183333333333,21.307750000000002,21.514666666666667,22.328333333333333,21.97341666666667,21.536833333333334,22.28025,21.889499999999998,22.39033333333333,21.940166666666666,21.980166666666666,22.301666666666666,21.963333333333335,22.034750000000003,22.377916666666668,21.68925,21.714416666666665,21.99875,22.224,22.233500000000003,21.865916666666667,22.81116666666667,22.102166666666665,22.098333333333333,21.8225,22.014833333333332,22.60066666666667,22.31325,21.887416666666667,21.269375,Eastern Africa
Mali,28.47375,28.329250000000002,28.40425,28.689083333333333,28.441666666666666,28.189083333333333,28.754333333333335,28.202833333333334,28.53991666666667,29.15591666666667,28.893333333333334,28.506416666666667,28.557666666666666,28.801916666666667,28.085250000000002,28.170333333333335,27.869,28.81975,28.874166666666667,28.96241666666667,29.141416666666668,28.91208333333333,28.439666666666668,29.276666666666667,28.85766666666667,28.793583333333334,28.519000000000002,29.637833333333333,28.780666666666665,28.77316666666667,29.321083333333334,28.855833333333333,28.56616666666667,28.9665,28.37625,28.904,29.252583333333334,29.133916666666668,29.493083333333335,28.792583333333337,29.150333333333336,29.310833333333335,29.4265,29.429000000000002,29.426000000000002,29.52625,29.037916666666664,29.202166666666667,28.949916666666667,29.440916666666666,30.127083333333335,29.436666666666667,28.60183333333333,29.942,Western Africa
Mauritania,27.6765,27.939916666666665,27.806416666666667,27.756333333333334,27.862166666666667,27.298666666666666,27.985500000000002,27.27525,27.58,28.13325,28.368166666666667,27.253416666666666,27.196916666666667,27.761750000000003,27.066666666666666,27.29925,26.69725,28.116583333333335,28.000666666666664,28.366333333333333,28.23,28.334333333333333,27.582666666666668,28.839416666666665,27.771833333333333,27.880916666666668,27.500083333333336,29.096,27.953999999999997,28.215999999999998,28.536416666666668,28.033833333333334,27.955,27.858416666666667,27.910916666666665,28.26,28.5385,28.599999999999998,28.969916666666666,27.87291666666667,28.35558333333334,28.878416666666666,28.65025,28.558833333333336,28.628249999999998,28.75225,28.4505,28.451916666666666,28.395,28.43133333333333,29.37291666666667,28.63291666666667,28.026833333333332,29.11,Western Africa
Mauritius,23.452833333333334,24.150666666666666,23.300416666666667,23.146,23.125,23.265083333333337,23.63025,23.7195,23.197666666666667,24.105166666666666,23.751166666666666,23.30125,23.821749999999998,23.72775,23.091416666666664,23.57025,23.841333333333335,24.150750000000002,23.989083333333337,23.936583333333335,23.86491666666667,23.817083333333333,23.751333333333335,23.709500000000002,23.578083333333336,23.649416666666667,23.688,24.315083333333334,24.135583333333333,23.76008333333333,23.840666666666667,24.138,23.809083333333334,23.911083333333334,24.165833333333335,24.023416666666666,23.891166666666667,24.097416666666664,24.405916666666666,24.1075,24.002583333333334,24.4905,24.395750000000003,24.517083333333332,24.254583333333333,24.155916666666666,24.31975,24.284333333333336,24.189000000000004,24.584833333333336,24.669083333333333,24.522333333333336,24.374,24.312375,Eastern Africa
